"APPID","CAT_COMP_1","CAT_COMP_2","GIFT_CAT_DESC","CAMPAIGN_CDE","FIN_AID_ELEMENT","MEM_HONOR_CDE","FUTURE_GOAL_1","FUTURE_GOAL_2","FUTURE_GOAL_3","FUTURE_GOAL_4","FUTURE_GOAL_5","FUND_GOAL_AMT","ANNUAL_GOAL_AMT","FUND_TYPE","TOT_XFER_TO_BU","INC_INT_GENERATED","GIVING_CLUB_CDE","DESIGNATION_CDE","CASH_ACCT_CDE","CASH_GL_MASTER_APPID","REV_ACCT_CDE","REV_GL_MASTER_APPID","ASSET_ACCT_CDE","ASSET_GL_MASTER_APPID","LIAB_ACCT_CDE","LIAB_GL_MASTER_APPID","CASE_GROUP","CASE_LINE_NUM","FOLIO","CHARITABLE_FLAG","VALID_UNTIL_DTE","ACTION_REQ_FLAG","REQ_ACTION_DONE","GL_EXPECTED","GL_REVENUE","RANGE_1_LIMIT","RANGE_2_LIMIT","RANGE_3_LIMIT","RANGE_4_LIMIT","RANGE_5_LIMIT","RANGE_6_LIMIT","RANGE_7_LIMIT","RANGE_8_LIMIT","RANGE_9_LIMIT","RANGE_10_LIMIT","RANGE_11_LIMIT","RANGE_12_LIMIT","RANGE_1_NUM","RANGE_1_AMT","RANGE_2_NUM","RANGE_2_AMT","RANGE_3_NUM","RANGE_3_AMT","RANGE_4_NUM","RANGE_4_AMT","RANGE_5_NUM","RANGE_5_AMT","RANGE_6_NUM","RANGE_6_AMT","RANGE_7_NUM","RANGE_7_AMT","RANGE_8_NUM","RANGE_8_AMT","RANGE_9_NUM","RANGE_9_AMT","RANGE_10_NUM","RANGE_10_AMT","RANGE_11_NUM","RANGE_11_AMT","RANGE_12_NUM","RANGE_12_AMT","CASH_GIFT_NUM","CASH_GIFT_AMT","PROMISE_NUM","PROMISE_AMT","PROMISE_PMT_NUM","PROMISE_PMT_AMT","MATCH_GIFT_NUM","MATCH_GIFT_AMT","MATCH_PMT_NUM","MATCH_PMT_AMT","SOFT_CREDIT_NUM","SOFT_CREDIT_AMT","NON_CASH_NUM","NON_CASH_AMT","GIFTS_NUM","GIFTS_AMT","DEFER_NUM","DEFER_AMT","DEFER_PMT_NUM","DEFER_PMT_AMT","DON_RESTR_NUM","DON_RESTR_AMT","ORG_RESTR_NUM","ORG_RESTR_AMT","FIRST_GIFT_DTE","FIRST_GIFT_AMT","LAST_GIFT_DTE","LAST_GIFT_AMT","LARGEST_GIFT_DTE","LARGEST_GIFT_AMT","SMALLEST_GIFT_DTE","SMALLEST_GIFT_AMT","ALT_DESIGNATION_CD","ONLINE_GIVING_AVAIL","ONLINE_GIVING_DESC","PROJECT_CODE","APPROWVERSION","USER_NAME","JOB_NAME","JOB_TIME"
"401","ENSCH","70092","Fredrick C. &  Edna L. Tillis Endowed  Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","16","2775.00","0","0.00","0.00","0.00","0","0.00","0","0.00","3","1375.00","0","0.00","16","2775.00","0","0.00","0","0.00","0","0.00","0","0.00","12/11/2012 9:18:20 AM","500.00","11/30/2022 12:00:00 AM","250.00","12/11/2013 12:00:00 AM","500.00","10/7/2013 3:34:26 PM","25.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","12/13/2022 6:06:56 PM"
"402","ENSCH","70093","L.A. Moon Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","11","6263.40","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","11","6263.40","0","0.00","0","0.00","0","0.00","0","0.00","6/15/1998 12:00:00 AM","540.00","5/13/2004 11:43:18 AM","323.40","5/13/2004 11:06:49 AM","1080.00","5/13/2004 11:43:18 AM","323.40","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:32:17 PM"
"403","ENSCH","70094","Cornelia and Hall Dansby Memorial Scholar","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","5000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","5000.00","0","0.00","0","0.00","0","0.00","0","0.00","7/13/2001 12:00:00 AM","5000.00","7/13/2001 12:00:00 AM","5000.00","7/13/2001 12:00:00 AM","5000.00","7/13/2001 12:00:00 AM","5000.00","","N","","","System.Byte[]","mtallen","w_recalc_summ_info","10/11/2018 12:28:56 PM"
"404","ENSCH","70095","Joe & Vivian Lewis Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","21","271139.47","0","0.00","0.00","0.00","0","0.00","0","0.00","-1","-25000.00","0","0.00","21","271139.47","0","0.00","0","0.00","0","0.00","0","0.00","7/17/2001 12:00:00 AM","9400.00","7/1/2022 12:00:00 AM","30974.00","7/1/2022 12:00:00 AM","30974.00","6/3/2002 1:23:01 PM","598.35","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","7/27/2022 2:52:59 PM"
"405","ENSCH","70096","Allen Mercer Mayes & LaVerne H. Mayes End. Schol.","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","40","25851.02","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","1","628.98","41","26480.00","0","0.00","0","0.00","0","0.00","0","0.00","1/4/1999 12:00:00 AM","500.00","6/30/2015 4:11:26 PM","300.00","10/13/1999 12:00:00 AM","16000.00","3/10/1999 12:00:00 AM","5.00","","N","","","System.Byte[]","mtallen","w_recalc_summ_info","10/11/2018 12:28:59 PM"
"406","ENSCH","70097","Thomas W. Cole, Sr. End. Scholarship  (Dr. & Mrs.)","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","39","12500.00","0","0.00","0.00","0.00","0","0.00","0","0.00","2","1500.00","0","0.00","39","12500.00","0","0.00","0","0.00","0","0.00","0","0.00","8/1/2001 12:00:00 AM","25.00","12/31/2019 12:00:00 AM","500.00","8/4/2005 2:58:28 PM","3355.00","8/30/2001 11:31:11 AM","20.00","","N","","","System.Byte[]","drlynch","w_gift_entry","1/3/2020 4:06:24 PM"
"407","ENSCH","70098","Clarinda Tatum Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","127.89","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","127.89","0","0.00","0","0.00","0","0.00","0","0.00","8/2/2001 12:00:00 AM","127.89","8/2/2001 12:00:00 AM","127.89","8/2/2001 12:00:00 AM","127.89","8/2/2001 12:00:00 AM","127.89","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 3:38:12 PM"
"408","ENSCH","70099","Bernandine Reese Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","395.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","395.00","0","0.00","0","0.00","0","0.00","0","0.00","10/20/2001 9:31:40 AM","20.00","10/20/2001 10:17:41 AM","25.00","10/20/2001 9:50:28 AM","100.00","10/20/2001 9:31:40 AM","20.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 3:42:48 PM"
"409","ENSCH","70100","Joseph T. Johnson Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","83","12610.00","0","0.00","0.00","0.00","0","0.00","0","0.00","37","1040.00","0","0.00","83","12610.00","0","0.00","0","0.00","0","0.00","0","0.00","3/23/1997 12:00:00 AM","50.00","5/15/2018 9:32:46 AM","300.00","2/6/2002 3:18:45 PM","5000.00","3/27/1997 12:00:00 AM","5.00","","N","","","System.Byte[]","mtallen","w_gift_entry","5/15/2018 2:34:24 PM"
"410","ENSCH","70101","Leoma P. Whiten Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","13","17625.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","13","17625.00","0","0.00","0","0.00","0","0.00","0","0.00","1/1/1998 12:00:00 AM","100.00","3/22/2006 11:01:44 AM","2500.00","12/30/2003 11:34:21 AM","3000.00","1/1/1998 12:00:00 AM","100.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:56:34 PM"
"411","ENSCH","70102","Ardelia B. Hill Endowed Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  1023","5432","03   0000 110  1017","5160","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","4","27000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","3","155000.00","1","125000.00","5","152000.00","0","0.00","0","0.00","0","0.00","0","0.00","12/29/2004 12:00:00 AM","17000.00","12/21/2011 11:18:26 AM","5000.00","12/16/2011 11:57:34 AM","125000.00","12/31/2006 12:00:00 AM","2000.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","3/19/2013 3:51:53 PM"
"412","ENSCH","70103","Melvin B. Tolson/Denzel Washington Endowment Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  1026","9815","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","8","201000.00","0","0.00","4.00","200000.00","0","0.00","0","0.00","4","1000.00","0","0.00","12","401000.00","0","0.00","0","0.00","0","0.00","0","0.00","1/26/2012 3:26:12 PM","250.00","6/7/2022 12:00:00 AM","50000.00","9/9/2014 3:34:38 PM","100000.00","1/26/2012 3:26:12 PM","250.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","6/17/2022 9:42:04 AM"
"413","ENSCH","70106","The Hughey End. Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","01   0000 200  2008","5586","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","N","6/30/2016 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","35","5069.66","0","0.00","0.00","0.00","0","0.00","0","0.00","34","4903.33","0","0.00","35","5069.66","0","0.00","0","0.00","0","0.00","0","0.00","1/1/1900 12:00:00 AM","100.00","7/9/2015 4:26:17 PM","300.00","10/30/2013 12:00:00 AM","628.00","3/22/2012 3:52:20 PM","-1.00","","N","","","System.Byte[]","MTALLEN","w_gift_entry","7/13/2015 10:24:30 AM"
"414","ENSCH","70107","William M. & Austerine Gilbert Endowed Scholarship","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1063","9744","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","53300.00","0","0.00","0.00","0.00","0","0.00","0","0.00","4","52500.00","0","0.00","5","53300.00","0","0.00","0","0.00","0","0.00","0","0.00","10/10/2011 12:47:19 PM","33000.00","8/29/2018 2:13:35 PM","800.00","10/10/2011 12:47:19 PM","33000.00","8/26/2015 8:18:19 AM","500.00","","N","","","System.Byte[]","drlynch","w_gift_entry","8/29/2018 2:17:47 PM"
"415","ENSCH","80300","Endowed Building Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","03   0000 110  1017","5160","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_gift_category_list","7/12/2012 3:52:22 PM"
"416","ENSCH","80306","WC Football Club Endowed Schl","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","03   0000 430  4523","5441","01   0000 110  1017","5512","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","33000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","5","33000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/19/2012 11:21:58 AM","25000.00","3/27/2017 8:17:49 AM","1500.00","3/19/2012 11:21:58 AM","25000.00","4/12/2016 11:27:40 AM","1500.00","","N","","","System.Byte[]","mtallen","w_gift_entry","3/27/2017 12:42:41 PM"
"417","ESTAT","85001","Restricted Estates and Bequests","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","03","03   0000 100  1258","5158","02   0000 430  4383","2626","02   0000 110  1017","2164","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","3691.68","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","6","3691.68","0","0.00","0","0.00","0","0.00","0","0.00","4/8/1998 12:00:00 AM","728.53","8/15/2000 12:00:00 AM","11.67","4/28/1999 12:00:00 AM","2739.81","7/27/1999 12:00:00 AM","11.67","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:08:29 PM"
"418","GBHEM","10007","Monthly Allocation","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4300","5896","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","67","2104964.56","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","67","2104964.56","0","0.00","0","0.00","0","0.00","0","0.00","1/12/1997 12:00:00 AM","995.00","4/27/2023 2:03:37 PM","44144.04","2/12/2020 4:15:45 PM","265077.37","8/29/2001 12:00:00 AM","988.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","4/27/2023 2:04:31 PM"
"419","GBHEM","10008","Distribution","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4300","5896","01   0000 110  1017","5512","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","42","2167648.96","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","42","2167648.96","0","0.00","0","0.00","0","0.00","0","0.00","8/12/1998 12:00:00 AM","28375.00","4/27/2021 9:50:07 AM","34530.22","7/30/2003 12:00:00 AM","500000.00","9/24/2002 1:21:06 PM","988.00","","N","","","System.Byte[]","drlynch","w_gift_entry","4/28/2021 11:35:59 AM"
"420","GBHEM","10009","Five Percent Grant Funds","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   1232 430  4270","3786","02   0000 110  1017","2164","","","A","00","","Y","12/31/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","25","694546.31","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","25","694546.31","0","0.00","0","0.00","0","0.00","0","0.00","12/22/1998 12:00:00 AM","1730.25","12/31/2020 12:00:00 AM","6896.00","4/30/2001 12:00:00 AM","105837.00","12/22/1998 12:00:00 AM","1730.25","","N","","","System.Byte[]","drlynch","w_gift_entry","1/6/2021 11:31:11 AM"
"421","GBHEM","10011","GBHE Scholarship Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4341","2588","02   0000 110  1017","2164","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","10","147975.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","10","147975.00","0","0.00","0","0.00","0","0.00","0","0.00","1/7/1997 12:00:00 AM","750.00","5/6/2021 11:50:41 AM","200.00","4/15/2020 9:07:20 AM","85000.00","12/12/2011 1:59:45 PM","25.00","","N","","","System.Byte[]","drlynch","w_gift_entry","5/6/2021 11:51:26 AM"
"422","GBHEM","10012","Black College Fund","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","01","01   0000 100  1225","9740","01   0000 430  4504","5938","01   0000 110  1017","5512","","","A","00","","Y","1/12/2010 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","110","6929813.94","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","110","6929813.94","0","0.00","0","0.00","0","0.00","0","0.00","1/7/1997 12:00:00 AM","40359.00","10/29/2021 4:50:45 PM","48158.91","8/31/2018 12:00:00 AM","600000.00","12/8/2005 11:12:26 AM","2482.00","","N","","","System.Byte[]","JCOVARRUBIAS","w_gift_entry","10/29/2021 4:51:26 PM"
"423","GBHEM","10014","Christian Ministry Grant","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4127","2564","02   0000 110  1017","2164","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","2000.00","0","0.00","0","0.00","0","0.00","0","0.00","11/17/2003 12:00:00 AM","2000.00","11/17/2003 12:00:00 AM","2000.00","11/17/2003 12:00:00 AM","2000.00","11/17/2003 12:00:00 AM","2000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:24:50 PM"
"424","GBHEM","10026","HBCU Commissioned Research","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  4130","2565","02   0000 110  1017","2164","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","1000.00","0","0.00","0","0.00","0","0.00","0","0.00","2/14/2005 12:00:00 AM","1000.00","2/14/2005 12:00:00 AM","1000.00","2/14/2005 12:00:00 AM","1000.00","2/14/2005 12:00:00 AM","1000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:39:10 PM"
"425","GBHEM","10027","Capital Fund Residual Grant","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2163","2532","02   0000 110  1017","2164","","","A","00","","Y","12/31/2999 12:00:00 AM","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","510000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","2","510000.00","0","0.00","0","0.00","0","0.00","0","0.00","3/16/2005 12:57:31 PM","250000.00","6/7/2019 1:12:32 PM","260000.00","6/7/2019 1:12:32 PM","260000.00","3/16/2005 12:57:31 PM","250000.00","","N","","","System.Byte[]","drlynch","w_gift_entry","6/7/2019 1:46:21 PM"
"426","GBHEM","10029","Capital Fund Quadrennium","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","02   0000 100  1253","2156","02   0000 430  2169","2534","02   0000 110  1017","2164","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","250000.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","1","250000.00","0","0.00","0","0.00","0","0.00","0","0.00","5/31/2006 8:35:03 AM","250000.00","5/31/2006 8:35:03 AM","250000.00","5/31/2006 8:35:03 AM","250000.00","5/31/2006 8:35:03 AM","250000.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 4:58:49 PM"
"427","GBHEM","90002","DUPLICATE, COMP2 90002","","","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","","02","","","","","","","","","A","00","","N","","N","N","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0.00","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","0","0.00","","0.00","","0.00","","0.00","","0.00","","N","","","System.Byte[]","MTALLEN","w_recalc_summ_info","8/8/2011 12:00:00 AM"
